日期,当天平均气温,当天雨量,当天相对湿度,当天降雨时数,当天日照时数,3天平均气温,3天累积雨量,3天平均相对湿度,3天累积降雨时数,3天累积日照时数,5天平均气温,5天累积雨量,5天平均相对湿度,5天累积降雨时数,5天累积日照时数,7天平均气温,7天累积雨量,7天平均相对湿度,7天累积降雨时数,7天累积日照时数,10天平均气温,10天累积雨量,10天平均相对湿度,10天累积降雨时数,10天累积日照时数
2022-11-30,18.7,0.0,84,0,0.0,23.166666666666668,0.0,90.0,0,1.8,22.46,32.4,93.4,13,1.9000000000000001,21.757142857142856,55.199999999999996,95.28571428571429,39,1.9000000000000001,22.279999999999998,79.19999999999999,93.9,63,6.2
2022-12-01,11.6,0.0,75,0,0.0,18.633333333333333,0.0,83.66666666666667,0,0.7,20.68,0.0,88.4,0,1.9000000000000001,20.54285714285714,37.0,91.71428571428571,21,1.9000000000000001,20.939999999999998,79.19999999999999,93.5,63,1.9000000000000001
2022-12-02,11.5,0.0,70,0,2.0,13.933333333333332,0.0,76.33333333333333,0,2.0,18.52,0.0,83.0,0,3.8,19.342857142857138,32.4,87.42857142857143,13,3.9000000000000004,19.740000000000002,74.4,91.2,55,3.9000000000000004
2022-12-03,15.0,0.0,71,0,0.3,12.700000000000001,0.0,72.0,0,2.3,16.48,0.0,78.4,0,3.0,18.557142857142853,0.0,83.28571428571429,0,4.2,19.04,55.199999999999996,88.3,39,4.2
2022-12-04,15.6,0.3,86,3,0.2,14.033333333333333,0.3,75.66666666666667,3,2.5,14.479999999999999,0.3,77.2,3,2.5,17.599999999999998,0.3,81.71428571428571,3,4.3,18.59,37.3,86.9,24,4.4
2022-12-05,13.1,0.0,69,0,0.0,14.566666666666668,0.3,75.33333333333333,3,0.5,13.36,0.3,74.2,3,2.5,15.87142857142857,0.3,78.14285714285714,3,3.2,17.909999999999997,32.699999999999996,83.8,16,4.4
2022-12-06,12.5,0.0,66,0,0.0,13.733333333333334,0.3,73.66666666666667,3,0.2,13.540000000000001,0.3,72.4,3,2.5,13.999999999999998,0.3,74.42857142857143,3,2.5,17.11,0.3,80.4,3,4.4
2022-12-07,14.8,0.0,71,0,9.6,13.466666666666669,0.0,68.66666666666667,0,9.6,14.2,0.3,72.6,3,10.1,13.442857142857141,0.3,72.57142857142857,3,12.1,16.360000000000003,0.3,77.8,3,13.899999999999999
2022-12-08,16.2,0.0,72,0,8.8,14.5,0.0,69.66666666666667,0,18.4,14.440000000000001,0.3,72.8,3,18.6,14.1,0.3,72.14285714285714,3,20.9,15.459999999999999,0.3,75.6,3,21.6
2022-12-09,16.2,0.0,68,0,7.3,15.733333333333334,0.0,70.33333333333333,0,25.7,14.560000000000002,0.0,69.2,0,25.7,14.771428571428572,0.3,71.85714285714286,3,26.2,14.52,0.3,73.2,3,28.2
2022-12-10,16.1,0.0,57,0,9.6,16.166666666666668,0.0,65.66666666666667,0,25.700000000000003,15.160000000000002,0.0,66.8,0,35.3,14.928571428571429,0.3,69.85714285714286,3,35.5,14.260000000000002,0.3,70.5,3,37.8
2022-12-11,14.9,0.0,49,0,0.0,15.733333333333333,0.0,58.0,0,16.9,15.64,0.0,63.4,0,35.3,14.828571428571431,0.0,64.57142857142857,0,35.3,14.59,0.3,67.9,3,37.800000000000004
2022-12-12,14.6,0.0,51,0,4.8,15.200000000000001,0.0,52.333333333333336,0,14.399999999999999,15.6,0.0,59.4,0,30.500000000000004,15.042857142857144,0.0,62.0,0,40.099999999999994,14.9,0.3,66.0,3,40.599999999999994
2022-12-13,13.3,0.0,44,0,0.4,14.266666666666666,0.0,48.0,0,5.2,15.02,0.0,53.8,0,22.099999999999998,15.157142857142857,0.0,58.857142857142854,0,40.49999999999999,14.73,0.3,63.3,3,40.699999999999996
2022-12-14,11.6,0.0,68,0,0.0,13.166666666666666,0.0,54.333333333333336,0,5.2,14.1,0.0,53.8,0,14.799999999999999,14.7,0.0,58.42857142857143,0,30.900000000000002,14.330000000000002,0.0,61.5,0,40.49999999999999
2022-12-15,11.9,1.4,85,8,0.0,12.266666666666666,1.4,65.66666666666667,8,0.4,13.26,1.4,59.4,8,5.2,14.085714285714285,1.4,60.285714285714285,8,22.099999999999998,14.209999999999999,1.4,63.1,8,40.5
2022-12-16,14.0,10.5,99,17,0.0,12.5,11.9,84.0,25,0.0,13.080000000000002,11.9,69.4,25,5.2,13.771428571428572,11.9,64.71428571428571,25,14.799999999999999,14.36,11.9,66.4,25,40.5
2022-12-17,12.9,0.0,56,0,0.1,12.933333333333332,11.9,80.0,25,0.1,12.739999999999998,11.9,70.4,25,0.5,13.314285714285715,11.9,64.57142857142857,25,5.3,14.170000000000002,11.9,64.9,25,31.000000000000004
2022-12-18,10.6,0.0,25,0,9.6,12.5,10.5,60.0,17,9.7,12.2,11.9,66.6,25,9.7,12.700000000000001,11.9,61.142857142857146,25,14.899999999999999,13.61,11.9,60.2,25,31.799999999999997
2022-12-19,10.7,0.0,32,0,9.7,11.4,0.0,37.666666666666664,0,19.4,12.02,11.9,59.4,25,19.4,12.142857142857142,11.9,58.42857142857143,25,19.799999999999997,13.059999999999999,11.9,56.6,25,34.2
2022-12-20,13.8,0.0,51,0,5.8,11.699999999999998,0.0,36.0,0,25.099999999999998,12.4,10.5,52.6,17,25.2,12.214285714285714,11.9,59.42857142857143,25,25.2,12.830000000000002,11.9,56.0,25,30.4
2022-12-21,14.6,0.0,44,0,9.7,13.033333333333333,0.0,42.333333333333336,0,25.2,12.52,0.0,41.6,0,34.9,12.64285714285714,11.9,56.0,25,34.9,12.799999999999999,11.9,55.5,25,40.099999999999994
2022-12-22,12.8,0.0,47,0,9.7,13.733333333333334,0.0,47.333333333333336,0,25.2,12.5,0.0,39.8,0,44.5,12.77142857142857,10.5,50.57142857142857,17,44.599999999999994,12.62,11.9,55.1,25,45.0
2022-12-23,13.8,0.0,46,0,9.3,13.733333333333334,0.0,45.666666666666664,0,28.7,13.14,0.0,44.0,0,44.2,12.742857142857144,0.0,43.0,0,53.89999999999999,12.669999999999998,11.9,55.3,25,53.89999999999999
2022-12-24,13.7,0.0,41,0,9.7,13.433333333333332,0.0,44.666666666666664,0,28.7,13.74,0.0,45.8,0,44.2,12.857142857142858,0.0,40.857142857142854,0,63.5,12.879999999999999,11.9,52.6,25,63.599999999999994
2022-12-25,13.4,0.0,42,0,9.7,13.633333333333333,0.0,43.0,0,28.7,13.660000000000002,0.0,44.0,0,48.099999999999994,13.257142857142858,0.0,43.285714285714285,0,63.60000000000001,13.029999999999998,10.5,48.3,17,73.3
2022-12-26,13.9,0.0,60,0,9.6,13.666666666666666,0.0,47.666666666666664,0,29.0,13.52,0.0,47.2,0,48.0,13.714285714285717,0.0,47.285714285714285,0,63.50000000000001,13.020000000000001,0.0,44.4,0,82.89999999999999
2022-12-27,14.4,0.0,61,0,7.6,13.9,0.0,54.333333333333336,0,26.9,13.84,0.0,50.0,0,45.9,13.800000000000002,0.0,48.714285714285715,0,65.3,13.170000000000002,0.0,44.9,0,90.39999999999998
2022-12-28,15.6,0.0,52,0,9.4,14.633333333333333,0.0,57.666666666666664,0,26.6,14.2,0.0,51.2,0,46.0,13.942857142857141,0.0,49.857142857142854,0,65.0,13.669999999999998,0.0,47.6,0,90.19999999999999
2022-12-29,14.1,0.0,43,0,5.2,14.700000000000001,0.0,52.0,0,22.2,14.280000000000001,0.0,51.6,0,41.5,14.128571428571428,0.0,49.285714285714285,0,60.5,14.01,0.0,48.7,0,85.7
2022-12-30,12.5,0.0,53,0,9.5,14.066666666666668,0.0,49.333333333333336,0,24.1,14.1,0.0,53.8,0,41.3,13.942857142857141,0.0,50.285714285714285,0,60.7,13.879999999999999,0.0,48.9,0,89.39999999999999
2022-12-31,11.9,0.0,58,0,9.6,12.833333333333334,0.0,51.333333333333336,0,24.299999999999997,13.7,0.0,53.4,0,41.3,13.685714285714287,0.0,52.714285714285715,0,60.6,13.61,0.0,50.3,0,89.3
2023-01-01,13.3,0.0,61,0,7.4,12.566666666666668,0.0,57.333333333333336,0,26.5,13.48,0.0,53.4,0,41.1,13.671428571428573,0.0,55.42857142857143,0,58.3,13.660000000000002,0.0,51.7,0,87.0
2023-01-02,15.6,0.0,58,0,3.5,13.600000000000001,0.0,59.0,0,20.5,13.479999999999999,0.0,54.6,0,35.199999999999996,13.914285714285713,0.0,55.142857142857146,0,52.199999999999996,13.84,0.0,52.9,0,81.2
2023-01-03,15.0,1.2,63,2,2.8,14.633333333333333,1.2,60.666666666666664,2,13.7,13.660000000000002,1.2,58.6,2,32.8,14.0,1.2,55.42857142857143,2,47.4,13.969999999999999,1.2,55.1,2,74.3
2023-01-04,14.7,0.0,65,0,0.6,15.1,1.2,62.0,2,6.8999999999999995,14.1,1.2,61.0,2,23.900000000000002,13.87142857142857,1.2,57.285714285714285,2,38.599999999999994,14.1,1.2,57.4,2,65.19999999999999
2023-01-05,17.6,0.0,73,0,9.1,15.766666666666666,1.2,67.0,2,12.5,15.239999999999998,1.2,64.0,2,23.4,14.371428571428575,1.2,61.57142857142857,2,42.5,14.470000000000002,1.2,58.7,2,64.7
2023-01-06,17.7,0.0,67,0,6.5,16.666666666666668,0.0,68.33333333333333,0,16.2,16.119999999999997,1.2,65.2,2,22.5,15.114285714285714,1.2,63.57142857142857,2,39.5,14.799999999999997,1.2,59.3,2,63.6
2023-01-07,17.9,0.0,51,0,9.1,17.73333333333333,0.0,63.666666666666664,0,24.7,16.580000000000002,1.2,63.8,2,28.1,15.97142857142857,1.2,62.57142857142857,2,39.0,15.030000000000001,1.2,59.2,2,63.300000000000004
2023-01-08,17.0,1.3,70,4,0.0,17.53333333333333,1.3,62.666666666666664,4,15.6,16.98,1.3,65.2,4,25.299999999999997,16.5,2.5,63.857142857142854,6,31.6,15.319999999999999,2.5,61.9,6,58.1
2023-01-09,15.5,5.1,99,13,0.0,16.8,6.3999999999999995,73.33333333333333,17,9.1,17.139999999999997,6.3999999999999995,72.0,17,24.7,16.485714285714288,7.6,69.71428571428571,19,28.1,15.62,7.6,66.5,19,48.599999999999994
2023-01-10,16.2,7.2,100,18,0.0,16.233333333333334,13.6,89.66666666666667,35,0.0,16.86,13.6,77.4,35,15.6,16.65714285714286,13.6,75.0,35,25.299999999999997,16.049999999999997,14.8,70.7,37,39.0
2023-01-11,16.6,12.0,100,17,0.0,16.099999999999998,24.3,99.66666666666667,48,0.0,16.639999999999997,25.6,84.0,52,9.1,16.928571428571427,25.6,80.0,52,24.7,16.38,26.8,74.6,54,31.6
2023-01-12,18.2,3.8,100,13,0.0,17.0,23.0,100.0,48,0.0,16.700000000000003,29.400000000000002,93.8,65,0.0,17.014285714285716,29.400000000000002,83.85714285714286,65,15.6,16.639999999999997,30.6,78.8,67,28.1
2023-01-13,21.2,8.5,100,10,0.3,18.666666666666668,24.3,100.0,40,0.3,17.54,36.6,99.8,71,0.3,17.514285714285712,37.900000000000006,88.57142857142857,75,9.4,17.259999999999998,37.9,82.5,75,25.599999999999998
2023-01-14,22.2,0.0,92,0,5.2,20.53333333333333,12.3,97.33333333333333,23,5.5,18.880000000000003,31.5,98.4,58,5.5,18.12857142857143,37.900000000000006,94.42857142857143,75,5.5,18.009999999999998,37.900000000000006,85.2,75,30.2
2023-01-15,13.4,0.0,85,0,0.0,18.933333333333334,8.5,92.33333333333333,10,5.5,18.32,24.3,95.4,40,5.5,17.614285714285717,36.6,96.57142857142857,71,5.5,17.589999999999996,37.9,86.4,75,21.1
2023-01-16,8.6,0.0,66,0,0.0,14.733333333333334,0.0,81.0,0,5.2,16.72,12.3,88.6,23,5.5,16.62857142857143,31.5,91.85714285714286,58,5.5,16.68,37.900000000000006,86.3,75,14.6
2023-01-17,8.8,0.0,63,0,0.0,10.266666666666667,0.0,71.33333333333333,0,0.0,14.839999999999998,8.5,81.2,10,5.5,15.571428571428571,24.3,86.57142857142857,40,5.5,15.770000000000001,37.9,87.5,75,5.5
2023-01-18,10.8,0.0,49,0,7.1,9.4,0.0,59.333333333333336,0,7.1,12.76,0.0,71.0,0,12.3,14.742857142857142,12.3,79.28571428571429,23,12.6,15.150000000000002,36.6,85.4,71,12.6
2023-01-19,11.8,0.0,60,0,9.7,10.466666666666667,0.0,57.333333333333336,0,16.799999999999997,10.680000000000001,0.0,64.6,0,16.799999999999997,13.828571428571426,8.5,73.57142857142857,10,22.299999999999997,14.780000000000001,31.5,81.5,58,22.299999999999997
2023-01-20,14.0,0.0,58,0,8.4,12.200000000000001,0.0,55.666666666666664,0,25.199999999999996,10.8,0.0,59.2,0,25.199999999999996,12.799999999999999,0.0,67.57142857142857,0,30.4,14.559999999999999,24.3,77.3,40,30.699999999999996
2023-01-21,17.1,0.0,64,0,4.5,14.300000000000002,0.0,60.666666666666664,0,22.6,12.500000000000002,0.0,58.8,0,29.699999999999996,12.071428571428571,0.0,63.57142857142857,0,29.699999999999996,14.61,12.3,73.7,23,35.199999999999996
2023-01-22,19.1,0.0,78,0,6.2,16.733333333333334,0.0,66.66666666666667,0,19.1,14.560000000000002,0.0,61.8,0,35.9,12.885714285714284,0.0,62.57142857142857,0,35.9,14.7,8.5,71.5,10,41.400000000000006
2023-01-23,18.0,0.0,84,0,0.7,18.066666666666666,0.0,75.33333333333333,0,11.399999999999999,16.0,0.0,68.8,0,29.5,14.22857142857143,0.0,65.14285714285714,0,36.6,14.38,0.0,69.9,0,41.800000000000004
2023-01-24,12.9,0.0,50,0,9.5,16.666666666666668,0.0,70.66666666666667,0,16.4,16.220000000000002,0.0,66.8,0,29.3,14.814285714285717,0.0,63.285714285714285,0,46.1,13.45,0.0,65.7,0,46.1
2023-01-25,9.1,0.0,35,0,1.4,13.333333333333334,0.0,56.333333333333336,0,11.6,15.24,0.0,62.2,0,22.299999999999997,14.571428571428571,0.0,61.285714285714285,0,40.4,13.020000000000001,0.0,60.7,0,47.49999999999999
2023-01-26,13.5,0.0,52,0,1.9,11.833333333333334,0.0,45.666666666666664,0,12.8,14.52,0.0,59.8,0,19.699999999999996,14.814285714285715,0.0,60.142857142857146,0,32.6,13.51,0.0,59.3,0,49.4
2023-01-27,12.1,0.2,50,2,0.7,11.566666666666668,0.2,45.666666666666664,2,4.0,13.12,0.2,54.2,2,14.2,14.542857142857143,0.2,59.0,2,24.899999999999995,13.84,0.2,58.0,2,50.1
2023-01-28,11.0,0.0,22,0,9.9,12.200000000000001,0.2,41.333333333333336,2,12.5,11.72,0.2,41.8,2,23.4,13.671428571428569,0.2,53.0,2,30.299999999999997,13.86,0.2,55.3,2,52.9
2023-01-29,10.0,0.0,28,0,10.0,11.033333333333333,0.2,33.333333333333336,2,20.6,11.14,0.2,37.4,2,23.9,12.37142857142857,0.2,45.857142857142854,2,34.1,13.680000000000001,0.2,52.1,2,53.199999999999996
2023-01-30,11.6,0.0,37,0,10.0,10.866666666666667,0.0,29.0,0,29.9,11.64,0.2,37.8,2,32.5,11.457142857142856,0.2,39.142857142857146,2,43.4,13.440000000000001,0.2,50.0,2,54.8
2023-01-31,16.2,0.0,53,0,9.4,12.6,0.0,39.333333333333336,0,29.4,12.180000000000001,0.2,38.0,2,40.0,11.928571428571429,0.2,39.57142857142857,2,43.3,13.35,0.2,48.9,2,59.699999999999996
2023-02-01,19.7,0.0,71,0,5.4,15.833333333333334,0.0,53.666666666666664,0,24.799999999999997,13.7,0.0,42.2,0,44.699999999999996,13.442857142857145,0.2,44.714285714285715,2,47.3,13.41,0.2,48.2,2,58.9
2023-02-02,20.8,0.0,78,0,9.3,18.900000000000002,0.0,67.33333333333333,0,24.1,15.66,0.0,53.4,0,44.099999999999994,14.485714285714286,0.2,48.42857142857143,2,54.7,13.690000000000001,0.2,47.6,2,67.5
2023-02-03,19.2,0.0,76,0,0.3,19.900000000000002,0.0,75.0,0,15.000000000000002,17.5,0.0,63.0,0,34.39999999999999,15.5,0.0,52.142857142857146,0,54.3,14.319999999999999,0.2,50.2,2,58.3
2023-02-04,17.6,7.6,92,8,0.0,19.2,7.6,82.0,8,9.600000000000001,18.7,7.6,74.0,8,24.400000000000002,16.442857142857143,7.6,62.142857142857146,8,44.39999999999999,15.169999999999998,7.8,55.9,10,56.9
2023-02-05,16.3,17.4,99,8,0.0,17.7,25.0,89.0,16,0.3,18.720000000000002,25.0,83.2,16,15.000000000000002,17.34285714285714,25.0,72.28571428571429,16,34.39999999999999,15.450000000000003,25.2,60.6,18,55.0
2023-02-06,17.1,7.9,99,4,0.0,17.000000000000004,32.9,96.66666666666667,20,0.0,18.2,32.9,88.8,20,9.600000000000001,18.12857142857143,32.9,81.14285714285714,20,24.400000000000002,15.95,32.9,65.5,20,54.3
2023-02-07,19.8,0.0,95,0,0.0,17.733333333333334,25.299999999999997,97.66666666666667,12,0.0,17.999999999999996,32.9,92.2,20,0.3,18.642857142857146,32.9,87.14285714285714,20,15.000000000000002,16.830000000000002,32.9,72.8,20,44.4
2023-02-08,19.9,0.0,91,0,0.2,18.933333333333334,7.9,95.0,4,0.2,18.140000000000004,32.9,95.2,20,0.2,18.67142857142857,32.9,90.0,20,9.8,17.82,32.9,79.1,20,34.6
2023-02-09,21.0,0.3,87,2,2.7,20.233333333333334,0.3,91.0,2,2.9000000000000004,18.82,25.599999999999998,94.2,14,2.9000000000000004,18.699999999999996,33.199999999999996,91.28571428571429,22,3.2,18.76,33.199999999999996,84.1,22,27.3
2023-02-10,20.3,0.0,94,0,0.0,20.400000000000002,0.3,90.66666666666667,2,2.9000000000000004,19.62,8.200000000000001,93.2,6,2.9000000000000004,18.85714285714286,33.199999999999996,93.85714285714286,22,2.9000000000000004,19.17,33.199999999999996,88.2,22,17.900000000000002
2023-02-11,21.5,0.0,89,0,0.6,20.933333333333334,0.3,90.0,2,3.3000000000000003,20.5,0.3,91.2,2,3.5000000000000004,19.41428571428571,25.599999999999998,93.42857142857143,14,3.5000000000000004,19.35,33.2,90.0,22,13.100000000000001
2023-02-12,22.2,0.0,86,0,0.6,21.333333333333332,0.0,89.66666666666667,0,1.2,20.98,0.3,89.4,2,4.1000000000000005,20.25714285714286,8.200000000000001,91.57142857142857,6,4.1000000000000005,19.49,33.199999999999996,90.8,22,4.4
2023-02-13,21.4,3.4,90,5,0.5,21.7,3.4,88.33333333333333,5,1.7,21.28,3.6999999999999997,89.2,7,4.4,20.87142857142857,3.6999999999999997,90.28571428571429,7,4.6000000000000005,19.71,36.599999999999994,92.2,27,4.6000000000000005
2023-02-14,14.0,2.5,71,2,0.2,19.2,5.9,82.33333333333333,7,1.3,19.880000000000003,5.9,86.0,7,1.9,20.042857142857144,6.199999999999999,86.85714285714286,9,4.800000000000001,19.35,31.499999999999996,90.1,21,4.800000000000001
2023-02-15,13.4,0.0,54,0,10.3,16.266666666666666,5.9,71.66666666666667,7,11.0,18.5,5.9,78.0,7,12.200000000000001,19.114285714285717,6.199999999999999,81.57142857142857,9,14.900000000000002,19.06,14.100000000000001,85.6,13,15.100000000000001
2023-02-16,13.7,0.0,54,0,9.4,13.699999999999998,2.5,59.666666666666664,2,19.9,16.94,5.9,71.0,7,21.0,18.071428571428573,5.9,76.85714285714286,7,21.6,18.72,6.2,81.1,9,24.5
2023-02-17,17.9,0.0,65,0,9.0,15.0,0.0,57.666666666666664,0,28.700000000000003,16.080000000000002,5.9,66.8,7,29.4,17.728571428571428,5.9,72.71428571428571,7,30.6,18.529999999999998,6.2,78.1,9,33.5
2023-02-18,20.0,0.0,74,0,9.7,17.2,0.0,64.33333333333333,0,28.099999999999998,15.8,2.5,63.6,2,38.599999999999994,17.514285714285712,5.9,70.57142857142857,7,39.7,18.54,6.2,76.4,9,43.0
2023-02-19,21.2,0.0,71,0,8.2,19.7,0.0,70.0,0,26.9,17.240000000000002,0.0,63.6,0,46.60000000000001,17.371428571428574,5.9,68.42857142857143,7,47.3,18.559999999999995,5.9,74.8,7,48.5
2023-02-20,19.7,0.0,45,0,9.9,20.3,0.0,63.333333333333336,0,27.799999999999997,18.5,0.0,61.8,0,46.199999999999996,17.12857142857143,2.5,62.0,2,56.699999999999996,18.499999999999996,5.9,69.9,7,58.4
2023-02-21,19.2,0.0,47,0,9.7,20.03333333333333,0.0,54.333333333333336,0,27.8,19.6,0.0,60.4,0,46.5,17.871428571428574,0.0,58.57142857142857,0,66.2,18.27,5.9,65.7,7,67.5
2023-02-22,18.0,0.0,59,0,10.2,18.966666666666665,0.0,50.333333333333336,0,29.8,19.62,0.0,59.2,0,47.7,18.52857142857143,0.0,59.285714285714285,0,66.1,17.85,5.9,63.0,7,77.10000000000001
2023-02-23,18.5,0.0,64,0,9.9,18.566666666666666,0.0,56.666666666666664,0,29.799999999999997,19.32,0.0,57.2,0,47.9,19.214285714285715,0.0,60.714285714285715,0,66.60000000000001,17.56,2.5,60.4,2,86.50000000000001
2023-02-24,18.6,0.0,63,0,8.2,18.366666666666667,0.0,62.0,0,28.3,18.8,0.0,55.6,0,47.900000000000006,19.314285714285717,0.0,60.42857142857143,0,65.8,18.02,0.0,59.6,0,94.50000000000001
2023-02-25,14.8,0.0,49,0,7.3,17.3,0.0,58.666666666666664,0,25.400000000000002,17.82,0.0,56.4,0,45.3,18.571428571428573,0.0,56.857142857142854,0,63.39999999999999,18.16,0.0,59.1,0,91.5
2023-02-26,14.9,0.0,47,0,6.4,16.1,0.0,53.0,0,21.9,16.96,0.0,56.4,0,42.0,17.67142857142857,0.0,53.42857142857143,0,61.6,18.280000000000005,0.0,58.4,0,88.5
2023-02-27,16.0,0.0,49,0,10.1,15.233333333333334,0.0,48.333333333333336,0,23.799999999999997,16.560000000000002,0.0,54.4,0,41.900000000000006,17.142857142857146,0.0,54.0,0,61.8,18.09,0.0,56.8,0,89.6
2023-02-28,17.6,0.0,59,0,10.2,16.166666666666668,0.0,51.666666666666664,0,26.7,16.380000000000003,0.0,53.4,0,42.2,16.914285714285715,0.0,55.714285714285715,0,62.3,17.85,0.0,55.3,0,90.1
2023-03-01,19.2,0.0,63,0,10.2,17.599999999999998,0.0,57.0,0,30.499999999999996,16.5,0.0,53.4,0,44.2,17.085714285714285,0.0,56.285714285714285,0,62.30000000000001,17.65,0.0,54.5,0,92.10000000000001
2023-03-02,20.3,0.0,50,0,8.8,19.03333333333333,0.0,57.333333333333336,0,29.2,17.6,0.0,53.6,0,45.7,17.342857142857145,0.0,54.285714285714285,0,61.2,17.71,0.0,55.0,0,91.0
2023-03-03,20.3,0.0,58,0,8.7,19.933333333333334,0.0,57.0,0,27.7,18.68,0.0,55.8,0,48.0,17.585714285714285,0.0,53.57142857142857,0,61.7,17.82,0.0,56.1,0,90.0
2023-03-04,20.7,0.0,51,0,6.3,20.433333333333334,0.0,53.0,0,23.8,19.619999999999997,0.0,56.2,0,44.199999999999996,18.428571428571427,0.0,53.857142857142854,0,60.7,18.09,0.0,55.3,0,86.1
2023-03-05,20.4,0.0,58,0,10.2,20.466666666666665,0.0,55.666666666666664,0,25.2,20.18,0.0,56.0,0,44.2,19.214285714285715,0.0,55.42857142857143,0,64.5,18.28,0.0,54.7,0,86.4
2023-03-06,20.4,0.0,47,0,10.3,20.499999999999996,0.0,52.0,0,26.8,20.419999999999998,0.0,52.8,0,44.3,19.842857142857145,0.0,55.142857142857146,0,64.69999999999999,18.46,0.0,53.1,0,88.5
2023-03-07,20.8,0.0,36,0,10.1,20.53333333333333,0.0,47.0,0,30.6,20.52,0.0,50.0,0,45.6,20.300000000000004,0.0,51.857142857142854,0,64.6,19.06,0.0,51.8,0,91.3
2023-03-08,20.5,0.0,56,0,5.8,20.566666666666666,0.0,46.333333333333336,0,26.2,20.56,0.0,49.6,0,42.699999999999996,20.485714285714284,0.0,50.857142857142854,0,60.199999999999996,19.619999999999997,0.0,52.7,0,90.69999999999999
2023-03-09,23.1,0.0,67,0,1.8,21.46666666666667,0.0,53.0,0,17.7,21.04,0.0,52.8,0,38.199999999999996,20.885714285714283,0.0,53.285714285714285,0,53.199999999999996,20.33,0.0,54.5,0,82.39999999999999
2023-03-10,23.5,0.0,61,0,4.9,22.366666666666664,0.0,61.333333333333336,0,12.5,21.660000000000004,0.0,53.4,0,32.9,21.342857142857145,0.0,53.714285714285715,0,49.39999999999999,20.919999999999998,0.0,54.7,0,77.10000000000001
2023-03-11,22.6,0.0,55,0,7.4,23.066666666666666,0.0,61.0,0,14.100000000000001,22.1,0.0,55.0,0,30.0,21.61428571428571,0.0,54.285714285714285,0,50.49999999999999,21.259999999999998,0.0,53.9,0,74.30000000000001
2023-03-12,22.1,0.0,70,0,1.4,22.733333333333334,0.0,62.0,0,13.700000000000001,22.359999999999996,0.0,61.8,0,21.299999999999997,21.857142857142858,0.0,56.0,0,41.699999999999996,21.439999999999998,0.0,55.9,0,66.9
2023-03-13,19.6,0.0,38,0,2.2,21.433333333333337,0.0,54.333333333333336,0,11.0,22.18,0.0,58.2,0,17.700000000000003,21.74285714285714,0.0,54.714285714285715,0,33.6,21.369999999999997,0.0,53.9,0,60.4
2023-03-14,18.9,0.0,55,0,2.9,20.2,0.0,54.333333333333336,0,6.5,21.340000000000003,0.0,55.8,0,18.8,21.471428571428568,0.0,57.42857142857143,0,26.399999999999995,21.19,0.0,54.3,0,57.0
2023-03-15,22.0,0.0,71,0,1.3,20.166666666666668,0.0,54.666666666666664,0,6.3999999999999995,21.040000000000003,0.0,57.8,0,15.200000000000001,21.685714285714287,0.0,59.57142857142857,0,21.900000000000002,21.35,0.0,55.6,0,48.099999999999994
2023-03-16,22.7,0.0,72,0,6.3,21.2,0.0,66.0,0,10.5,21.06,0.0,61.2,0,14.1,21.62857142857143,0.0,60.285714285714285,0,26.400000000000002,21.580000000000002,0.0,58.1,0,44.099999999999994
2023-03-17,23.1,0.0,61,0,4.6,22.600000000000005,0.0,68.0,0,12.2,21.26,0.0,59.4,0,17.299999999999997,21.571428571428577,0.0,60.285714285714285,0,26.1,21.81,0.0,60.6,0,38.6
2023-03-18,23.6,0.0,76,0,5.6,23.133333333333336,0.0,69.66666666666667,0,16.5,22.059999999999995,0.0,67.0,0,20.7,21.714285714285715,0.0,63.285714285714285,0,24.299999999999997,22.119999999999997,0.0,62.6,0,38.4
2023-03-19,22.6,0.0,78,0,0.1,23.100000000000005,0.0,71.66666666666667,0,10.299999999999999,22.8,0.0,71.6,0,17.9,21.785714285714285,0.0,64.42857142857143,0,23.0,22.07,0.0,63.7,0,36.7
2023-03-20,22.9,0.0,83,0,0.0,23.03333333333333,0.0,79.0,0,5.699999999999999,22.98,0.0,74.0,0,16.6,22.257142857142856,0.0,70.85714285714286,0,20.8,22.01,0.0,65.9,0,31.799999999999997
2023-03-21,23.2,0.0,91,0,0.0,22.900000000000002,0.0,84.0,0,0.1,23.080000000000005,0.0,77.8,0,10.299999999999999,22.87142857142857,0.0,76.0,0,17.9,22.07,0.0,69.5,0,24.4
2023-03-22,24.3,0.0,94,0,0.0,23.466666666666665,0.0,89.33333333333333,0,0.0,23.32,0.0,84.4,0,5.699999999999999,23.2,0.0,79.28571428571429,0,16.6,22.29,0.0,71.9,0,23.0
2023-03-23,25.4,0.0,87,0,1.5,24.3,0.0,90.66666666666667,0,1.5,23.68,0.0,86.6,0,1.6,23.58571428571429,0.0,81.42857142857143,0,11.799999999999999,22.87,0.0,76.8,0,22.299999999999997
2023-03-24,22.9,29.1,93,8,0.0,24.2,29.1,91.33333333333333,8,1.5,23.74,29.1,89.6,8,1.5,23.557142857142857,29.1,86.0,8,7.199999999999999,23.270000000000003,29.1,80.6,8,19.4
2023-03-25,21.6,13.9,100,8,0.0,23.3,43.0,93.33333333333333,16,1.5,23.48,43.0,93.0,16,1.5,23.271428571428572,43.0,89.42857142857143,16,1.6,23.23,43.0,83.5,16,18.099999999999998
